341,595
342,1363
343,596
344,1378
345,750
346,1899
347,2109
348,2240
349,1415
350,686
351,1332
352,1644
353,1092
354,1319
355,1240
356,1377
357,886
358,2342
359,1911
360,1009
361,2097
362,1064
363,1158
364,947
365,1590
366,1030
367,818
368,1855
369,2211
370,1070
371,575
372,1611
373,1461
374,2361
375,1266
376,501
377,905
378,1936
379,552
380,1270
381,1937
382,1866
383,1028
384,424
385,1974
386,1119
387,2289
388,1111
389,1280
390,1293
391,2390
392,2076
393,1999
394,1090
395,1733
396,983
397,2061
398,851
399,2387
400,1532
401,2207
402,1864
403,495
404,1101
405,1585
406,1786
407,787
408,1445
409,1575
410,2023
411,2371
412,477
413,1538
414,1602
415,2063
416,975
417,1190
418,1366
419,1244
420,2345
421,800
422,541
423,425
424,2050
425,2108
426,827
427,1366
428,1135
429,1080
430,495
431,1235
432,1643
433,1481
434,477
435,440
436,464
437,1326
438,2181
439,1451
440,1994
441,650
442,2068
443,1147
444,2102
445,1770
446,1901
447,2021
448,1061
449,621
450,969
451,1373
452,1924
453,2266
454,2151
455,848
456,2251
457,1378
458,1590
459,1275
460,1673
461,1309
462,1964
463,2004
464,1016
465,533
466,1897
467,1744
468,545
469,966
470,1196
471,1853
472,1489
473,2016
474,2367
475,1808
476,512
477,2359
478,1590
479,593
480,2426
481,1450
482,1889
483,1125
484,1964
485,669
486,2210
487,1814
488,1537
489,1241
490,1143
491,1349
492,1202
493,1631
494,2240
495,1019
496,1208
497,789
498,1650
499,1700
500,1836
501,2147
502,1737
503,2449
504,2324
505,1262
506,664
507,2287
508,1717
509,2499
510,1091
511,2365
512,1001
513,1764
514,983
515,2066
516,2055
517,1007
518,2157
519,842
520,2351
521,1423
522,929
523,585
524,2036
525,1773
526,955
527,1058
528,1281
529,1891
530,1351
531,1482
532,1182
533,642
534,1644
535,1056
536,1800
537,917
538,2147
539,2020
540,2330
541,2212
542,2093
543,1892
544,653
545,1261
546,679
547,2230
548,2506
549,1224
550,2244
551,2548
552,1073
553,1444
554,1706
555,790
556,1540
557,2431
558,1668
559,1868
560,2490
561,2274
562,2258
563,1044
564,1425
565,858
566,598
567,2101
568,2484
569,1210
570,823
571,1131
572,1360
573,1772
574,2296
575,2387
576,1739
577,2434
578,2191
579,1217
580,1045
581,1403
582,1214
583,1029
584,2124
585,681
586,2098
587,2017
588,952
589,735
590,1541
591,1988
592,2002
593,1609
594,1280
595,1249
596,1516
597,689
598,802
599,1321
600,776
601,1469
602,1840
603,1116
604,1275
605,1898
606,2025
607,1304
608,1286
609,1400
610,2522
611,2562
612,1315
613,895
614,2004
615,1899
616,2437
617,725
618,2478
619,1589
620,1437
621,2579
622,1596
623,713
624,2469
625,901
626,1430
627,1340
628,2200
629,2582
630,730
631,2554
632,1014
633,2350
634,2411
635,1043
636,752
637,2024
638,1374
639,985
640,1305
641,1100
642,973
643,1203
644,1323
645,1033
646,1172
647,1745
648,1213
649,1457
650,1868
651,1180
652,2095
653,2235
654,1948
655,2202
656,1939
657,2207
658,1050
659,862
660,1376
661,671
662,2558
663,2122
664,898
665,844
666,2122
667,1709
668,1413
669,2373
670,953
671,774
672,2110
673,1234
674,1688
675,2585
676,2129
677,1378
678,903
679,2374
680,2027
681,990
682,2624
683,2339
684,791
685,1365
686,1726
687,1874
688,1091
689,855
690,968
691,2351
692,1977
693,750
694,865
695,1613
696,2385
697,1633
698,2389
699,848
700,2159
701,1574
702,1134
703,1349
704,2648
705,1225
706,2560
707,1658
708,1794
709,1916
710,1804
711,785
712,885
713,2001
714,1806
715,750
716,1342
717,1948
718,1121
719,2201
720,1585
721,2635
722,1840
723,2403
724,1780
725,1879
726,2413
727,1272
728,2149
729,1087
730,2593
731,1915
732,2013
733,2101
734,1411
735,1716
736,794
737,847
738,2676
739,2371
740,1360
741,747
742,2268
743,1144
744,970
745,2527
746,2457
747,769
748,1290
749,1202
750,1773
751,1284
752,1922
753,1816
754,2540
755,1463
756,2373
757,1564
758,2015
759,1170
760,2056
761,1314
762,1641
763,1297
764,1969
765,1345
766,2681
767,1764
768,2205
769,1487
770,1876
771,865
772,2487
773,1033
774,789
775,1629
776,1749
777,1757
778,1611
779,1999
780,920
781,2071
782,2226
783,1724
784,1151
785,1316
786,2203
787,959
788,1689
789,911
790,2152
791,1916
792,2427
793,1277
794,2236
795,2590
796,2649
797,1332
798,1871
799,1439
800,1128
801,2238
802,2006
803,2097
804,2375
805,2289
806,2677
807,1089
808,1324
809,1847
810,1096
811,2320
812,2682
813,2136
814,1736
815,1040
816,2105
817,2730
818,1282
819,1234
820,1354
821,1859
822,1456
823,2599
824,1034
825,1423
826,2414
827,1819
828,1661
829,1001
830,2026
831,1725
832,882
833,2628
834,1153
835,2173
836,1011
837,1147
838,1943
839,1850
840,2210
841,2609
842,2197
843,1393
844,1052
845,1800
846,2477
847,1313
848,912
849,1160
850,2405
851,1285
852,2835
853,2245
854,1395
855,2341
856,2265
857,2737
858,2334
859,1983
860,2510
861,1379
862,1441
863,1176
864,1698
865,1168
866,1700
867,1288
868,2753
869,1743
870,1280
871,2426
872,2287
873,915
874,1874
875,1973
876,2606
877,2705
878,1453
879,1443
880,2743
881,1612
882,1148
883,2449
884,2467
885,1148
886,2804
887,2167
888,2144
889,2730
890,2381
891,937
892,2143
893,2740
894,1661
895,1550
896,2297
897,1944
898,2459
899,2472
900,2384
901,1358
902,1647
903,1440
904,1121
905,1254
906,2196
907,1722
908,917
909,2637
910,1497
911,2852
912,2545
913,2539
914,1240
915,2178
916,2314
917,1649
918,2455
919,2565
920,2498
921,1099
922,1430
923,2650
924,2781
925,2409
926,957
927,2454
928,2667
929,1967
930,2229
931,1293
932,2889
933,1721
934,2456
935,2358
936,1136
937,1887
938,1374
939,2626
940,2290
941,1069
942,1781
943,1617
944,2889
945,2833
946,1045
947,1253
948,1266
949,1973
950,2448
951,1310
952,1106
953,1860
954,2063
955,1984
956,2434
957,2200
958,1095
959,2138
960,1935
961,1771
962,1458
963,1922
964,2501
965,1272
966,1325
967,2950
968,1765
969,1347
970,2600
971,1337
972,2288
973,2184
974,2565
975,1424
976,1180
977,2001
978,1027
979,1995
980,2164
981,2258
982,2431
983,1870
984,2038
985,2025
986,1756
987,2713
988,1887
989,1365
990,1286
991,2721
992,1245
993,2109
994,1226
995,2594
996,2077
997,2269
998,2227
999,1440
1000,2960
